SourceNode	TargetNode	Weight	SourceLayer	TargetLayer
YIL062C:2	YLR370C:2	1	Layer6	Layer6
YIL062C:2	YKL013C:2	1	Layer6	Layer6
YIL062C:2	YNR035C:2	1	Layer6	Layer6
YIL062C:2	YJR065C:2	1	Layer6	Layer6
YLR370C:2	YKL013C:2	1	Layer6	Layer6
YLR370C:2	YNR035C:2	1	Layer6	Layer6
YLR370C:2	YDL029W:2	1	Layer6	Layer6
YLR370C:2	YJR065C:2	1	Layer6	Layer6
YLR370C:2	YGR240C:2	1	Layer6	Layer6
YLR370C:2	YOR361C:2	1	Layer6	Layer6
YNR035C:2	YKL013C:2	1	Layer6	Layer6
YNR035C:2	YBR234C:2	1	Layer6	Layer6
YNR035C:2	YDL029W:2	1	Layer6	Layer6
YNR035C:2	YJR065C:2	1	Layer6	Layer6
YBR234C:2	YIL062C:2	1	Layer6	Layer6
YBR234C:2	YLR370C:2	1	Layer6	Layer6
YBR234C:2	YKL013C:2	1	Layer6	Layer6
YBR234C:2	YJR065C:2	1	Layer6	Layer6
YHR013C:2	YMR116C:2	1	Layer6	Layer6
YHR013C:2	YGR254W:2	1	Layer6	Layer6
YHR013C:2	YBR084W:2	1	Layer6	Layer6
YHR013C:2	YHR023W:2	1	Layer6	Layer6
YHR013C:2	YDL040C:2	1	Layer6	Layer6
YHR013C:2	YGR090W:2	1	Layer6	Layer6
YDR127W:2	YJL008C:2	1	Layer6	Layer6
YDR127W:2	YKL104C:2	1	Layer6	Layer6
YDR127W:2	YMR186W:2	1	Layer6	Layer6
YDR127W:2	YOR136W:2	1	Layer6	Layer6
YDR127W:2	YGR240C:2	1	Layer6	Layer6
YDR127W:2	YDR427W:2	1	Layer6	Layer6
YDR127W:2	YGL048C:2	1	Layer6	Layer6
YDR127W:2	YPL235W:2	1	Layer6	Layer6
YDR127W:2	YGR234W:2	1	Layer6	Layer6
YDL029W:2	YIL062C:2	1	Layer6	Layer6
YDL029W:2	YKL013C:2	1	Layer6	Layer6
YDL029W:2	YBR234C:2	1	Layer6	Layer6
YDL029W:2	YJR065C:2	1	Layer6	Layer6
YDL029W:2	YJR064W:2	1	Layer6	Layer6
YDL029W:2	YJL008C:2	1	Layer6	Layer6
YJR065C:2	YKL013C:2	1	Layer6	Layer6
YJR065C:2	YNR053C:2	1	Layer6	Layer6
YJL115W:2	YJR140C:2	1	Layer6	Layer6
YJL115W:2	YIL070C:2	1	Layer6	Layer6
YJL115W:2	YPL153C:2	1	Layer6	Layer6
YJL115W:2	YJL026W:2	1	Layer6	Layer6
YJL115W:2	YGR180C:2	1	Layer6	Layer6
YJR148W:2	YHR208W:2	1	Layer6	Layer6
YDL070W:2	YLR399C:2	1	Layer6	Layer6
YBR200W:2	YER114C:2	1	Layer6	Layer6
YBR200W:2	YAL041W:2	1	Layer6	Layer6
YKR068C:2	YML077W:2	1	Layer6	Layer6
YKR068C:2	YLR342W:2	1	Layer6	Layer6
YKR068C:2	YDR108W:2	1	Layer6	Layer6
YKR068C:2	YGR166W:2	1	Layer6	Layer6
YKR068C:2	YDR407C:2	1	Layer6	Layer6
YKR068C:2	YMR218C:2	1	Layer6	Layer6
YKR068C:2	YBR254C:2	1	Layer6	Layer6
YKR068C:2	YDR246W:2	1	Layer6	Layer6
YKR068C:2	YDR472W:2	1	Layer6	Layer6
YKR068C:2	YOR115C:2	1	Layer6	Layer6
YJL031C:2	YPR176C:2	1	Layer6	Layer6
YDR099W:2	YER177W:2	1	Layer6	Layer6
YDR099W:2	YDR001C:2	1	Layer6	Layer6
YDR099W:2	YBR001C:2	1	Layer6	Layer6
YDR099W:2	YNL267W:2	1	Layer6	Layer6
YDR099W:2	YGL252C:2	1	Layer6	Layer6
YDR099W:2	YAL017W:2	1	Layer6	Layer6
YAR014C:2	YMR116C:2	1	Layer6	Layer6
YAR014C:2	YER155C:2	1	Layer6	Layer6
YAR014C:2	YHR064C:2	1	Layer6	Layer6
YAR014C:2	YGR285C:2	1	Layer6	Layer6
YLR074C:2	YPR016C:2	1	Layer6	Layer6
YLR074C:2	YER126C:2	1	Layer6	Layer6
YLR074C:2	YDL051W:2	1	Layer6	Layer6
YLR074C:2	YKL009W:2	1	Layer6	Layer6
YLR074C:2	YPL093W:2	1	Layer6	Layer6
YLR074C:2	YNL002C:2	1	Layer6	Layer6
YLR074C:2	YGR245C:2	1	Layer6	Layer6
YLR074C:2	YCR072C:2	1	Layer6	Layer6
YLR074C:2	YDR101C:2	1	Layer6	Layer6
YLR074C:2	YER006W:2	1	Layer6	Layer6
YLR074C:2	YGR103W:2	1	Layer6	Layer6
YLR074C:2	YHR052W:2	1	Layer6	Layer6
YLR074C:2	YHR085W:2	1	Layer6	Layer6
YLR074C:2	YHR197W:2	1	Layer6	Layer6
YLR074C:2	YKR081C:2	1	Layer6	Layer6
YLR074C:2	YLR106C:2	1	Layer6	Layer6
YLR074C:2	YNL110C:2	1	Layer6	Layer6
YLR074C:2	YNL182C:2	1	Layer6	Layer6
YLR074C:2	YNR053C:2	1	Layer6	Layer6
YKL007W:2	YIL034C:2	1	Layer6	Layer6
YKL007W:2	YER071C:2	1	Layer6	Layer6
YKL007W:2	YIR003W:2	1	Layer6	Layer6
YPL111W:2	YPL160W:2	1	Layer6	Layer6
YPL111W:2	YKL104C:2	1	Layer6	Layer6
YPL178W:2	YLR347C:2	1	Layer6	Layer6
YPL178W:2	YDL087C:2	1	Layer6	Layer6
YPL178W:2	YPL190C:2	1	Layer6	Layer6
YPL178W:2	YHR086W:2	1	Layer6	Layer6
YPL178W:2	YDR432W:2	1	Layer6	Layer6
YPL178W:2	YNL251C:2	1	Layer6	Layer6
YPL178W:2	YML049C:2	1	Layer6	Layer6
YPL178W:2	YLR275W:2	1	Layer6	Layer6
YPL178W:2	YIL061C:2	1	Layer6	Layer6
YPL178W:2	YDR240C:2	1	Layer6	Layer6
YPL178W:2	YGR013W:2	1	Layer6	Layer6
YPL178W:2	YNL189W:2	1	Layer6	Layer6
YPL178W:2	YMR125W:2	1	Layer6	Layer6
YPL178W:2	YGL049C:2	1	Layer6	Layer6
YPL178W:2	YML117W:2	1	Layer6	Layer6
YLR175W:2	YMR290C:2	1	Layer6	Layer6
YLR175W:2	YCL059C:2	1	Layer6	Layer6
YLR175W:2	YMR309C:2	1	Layer6	Layer6
YLR175W:2	YDL014W:2	1	Layer6	Layer6
YLR175W:2	YPL043W:2	1	Layer6	Layer6
YLR175W:2	YLR197W:2	1	Layer6	Layer6
YLR175W:2	YGR162W:2	1	Layer6	Layer6
YLR175W:2	YGL049C:2	1	Layer6	Layer6
YLR175W:2	YDR496C:2	1	Layer6	Layer6
YLR175W:2	YAL035W:2	1	Layer6	Layer6
YLR175W:2	YPL012W:2	1	Layer6	Layer6
YER168C:2	YHR174W:2	1	Layer6	Layer6
YPR025C:2	YPR016C:2	1	Layer6	Layer6
YPR025C:2	YDL108W:2	1	Layer6	Layer6
YPR025C:2	YBR081C:2	1	Layer6	Layer6
YPR025C:2	YDR460W:2	1	Layer6	Layer6
YPR025C:2	YOR173W:2	1	Layer6	Layer6
YAL021C:2	YGR134W:2	1	Layer6	Layer6
YAL021C:2	YNL288W:2	1	Layer6	Layer6
YAL021C:2	YDR188W:2	1	Layer6	Layer6
YAL021C:2	YCR093W:2	1	Layer6	Layer6
YAL021C:2	YGL195W:2	1	Layer6	Layer6
YAL021C:2	YNR052C:2	1	Layer6	Layer6
YFR028C:2	YDR171W:2	1	Layer6	Layer6
YAL041W:2	YER114C:2	1	Layer6	Layer6
YAL041W:2	YLR357W:2	1	Layer6	Layer6
YBR160W:2	YBR135W:2	1	Layer6	Layer6
YBR160W:2	YMR199W:2	1	Layer6	Layer6
YBR160W:2	YPL256C:2	1	Layer6	Layer6
YBR160W:2	YIR031C:2	1	Layer6	Layer6
YLR314C:2	YCR002C:2	1	Layer6	Layer6
YLR314C:2	YJR076C:2	1	Layer6	Layer6
YLR314C:2	YHR107C:2	1	Layer6	Layer6
YLR314C:2	YDL225W:2	1	Layer6	Layer6
YOL139C:2	YDL051W:2	1	Layer6	Layer6
YOL139C:2	YNL262W:2	1	Layer6	Layer6
YOL139C:2	YLR371W:2	1	Layer6	Layer6
YOL139C:2	YHL034C:2	1	Layer6	Layer6
YOL139C:2	YMR125W:2	1	Layer6	Layer6
YOL139C:2	YGR162W:2	1	Layer6	Layer6
YOL139C:2	YGL049C:2	1	Layer6	Layer6
YOL139C:2	YBL004W:2	1	Layer6	Layer6
YDL165W:2	YNL315C:2	1	Layer6	Layer6
YDL165W:2	YPR072W:2	1	Layer6	Layer6
YCR093W:2	YGR134W:2	1	Layer6	Layer6
YCR093W:2	YNL288W:2	1	Layer6	Layer6
YCR093W:2	YDL145C:2	1	Layer6	Layer6
YCR093W:2	YNR052C:2	1	Layer6	Layer6
YCR093W:2	YPL235W:2	1	Layer6	Layer6
YCR093W:2	YGL137W:2	1	Layer6	Layer6
YCR093W:2	YOR110W:2	1	Layer6	Layer6
YLR103C:2	YIL094C:2	1	Layer6	Layer6
YLR103C:2	YNL330C:2	1	Layer6	Layer6
YLR103C:2	YOL004W:2	1	Layer6	Layer6
YBR202W:2	YGL001C:2	1	Layer6	Layer6
YDL126C:2	YNL271C:2	1	Layer6	Layer6
YDL126C:2	YDR337W:2	1	Layer6	Layer6
YDL126C:2	YBR170C:2	1	Layer6	Layer6
YDL126C:2	YGL246C:2	1	Layer6	Layer6
YDL126C:2	YDR028C:2	1	Layer6	Layer6
YDL126C:2	YBL058W:2	1	Layer6	Layer6
YDL126C:2	YGR048W:2	1	Layer6	Layer6
YDL126C:2	YDR049W:2	1	Layer6	Layer6
YGL190C:2	YOR349W:2	1	Layer6	Layer6
YGL190C:2	YNL030W:2	1	Layer6	Layer6
YGL190C:2	YJR138W:2	1	Layer6	Layer6
YGL190C:2	YMR109W:2	1	Layer6	Layer6
YGL190C:2	YGR240C:2	1	Layer6	Layer6
YGL190C:2	YDL134C:2	1	Layer6	Layer6
YGL190C:2	YDL188C:2	1	Layer6	Layer6
YGL190C:2	YKL081W:2	1	Layer6	Layer6
YGL190C:2	YAL016W:2	1	Layer6	Layer6
YGL190C:2	YBL104C:2	1	Layer6	Layer6
YGL190C:2	YLR249W:2	1	Layer6	Layer6
YGL190C:2	YDR381W:2	1	Layer6	Layer6
YGL190C:2	YMR273C:2	1	Layer6	Layer6
YGL190C:2	YML109W:2	1	Layer6	Layer6
YPR016C:2	YDL031W:2	1	Layer6	Layer6
YPR016C:2	YLL008W:2	1	Layer6	Layer6
YPR016C:2	YMR049C:2	1	Layer6	Layer6
YPR016C:2	YMR290C:2	1	Layer6	Layer6
YPR016C:2	YNL021W:2	1	Layer6	Layer6
YPR016C:2	YOR202W:2	1	Layer6	Layer6
YPR016C:2	YER126C:2	1	Layer6	Layer6
YPR016C:2	YGL099W:2	1	Layer6	Layer6
YPR016C:2	YDL051W:2	1	Layer6	Layer6
YPR016C:2	YFR001W:2	1	Layer6	Layer6
YPR016C:2	YKL009W:2	1	Layer6	Layer6
YPR016C:2	YGL036W:2	1	Layer6	Layer6
YPR016C:2	YMR309C:2	1	Layer6	Layer6
YPR016C:2	YPL093W:2	1	Layer6	Layer6
YPR016C:2	YDL014W:2	1	Layer6	Layer6
YPR016C:2	YOR361C:2	1	Layer6	Layer6
YPR016C:2	YNL002C:2	1	Layer6	Layer6
YPR016C:2	YPR010C:2	1	Layer6	Layer6
YPR016C:2	YHR088W:2	1	Layer6	Layer6
YPR016C:2	YBR079C:2	1	Layer6	Layer6
YPR016C:2	YGR245C:2	1	Layer6	Layer6
YPR016C:2	YDR496C:2	1	Layer6	Layer6
YPR016C:2	YER002W:2	1	Layer6	Layer6
YPR016C:2	YGR103W:2	1	Layer6	Layer6
YPR016C:2	YHR197W:2	1	Layer6	Layer6
YPR016C:2	YKR081C:2	1	Layer6	Layer6
YPR016C:2	YLR002C:2	1	Layer6	Layer6
YPR016C:2	YNL110C:2	1	Layer6	Layer6
YPR016C:2	YNL182C:2	1	Layer6	Layer6
YPR016C:2	YNR053C:2	1	Layer6	Layer6
YPR016C:2	YOR272W:2	1	Layer6	Layer6
YMR213W:2	YDR364C:2	1	Layer6	Layer6
YMR213W:2	YLR117C:2	1	Layer6	Layer6
YMR213W:2	YBR065C:2	1	Layer6	Layer6
YMR213W:2	YMR288W:2	1	Layer6	Layer6
YMR213W:2	YLL036C:2	1	Layer6	Layer6
YMR213W:2	YNR011C:2	1	Layer6	Layer6
YMR213W:2	YER013W:2	1	Layer6	Layer6
YMR213W:2	YGL120C:2	1	Layer6	Layer6
YMR213W:2	YAL032C:2	1	Layer6	Layer6
YMR213W:2	YPL151C:2	1	Layer6	Layer6
YMR213W:2	YML049C:2	1	Layer6	Layer6
YMR213W:2	YLR275W:2	1	Layer6	Layer6
YMR213W:2	YPR101W:2	1	Layer6	Layer6
YMR213W:2	YKL173W:2	1	Layer6	Layer6
YMR213W:2	YDR416W:2	1	Layer6	Layer6
YMR213W:2	YCR063W:2	1	Layer6	Layer6
YMR213W:2	YDL209C:2	1	Layer6	Layer6
YMR213W:2	YGL128C:2	1	Layer6	Layer6
YMR213W:2	YGR278W:2	1	Layer6	Layer6
YGL130W:2	YER155C:2	1	Layer6	Layer6
YGL130W:2	YPL228W:2	1	Layer6	Layer6
YGL130W:2	YMR012W:2	1	Layer6	Layer6
YGL130W:2	YOL145C:2	1	Layer6	Layer6
YGL130W:2	YNL030W:2	1	Layer6	Layer6
YGL130W:2	YMR309C:2	1	Layer6	Layer6
YGL130W:2	YDL014W:2	1	Layer6	Layer6
YGL130W:2	YBR221C:2	1	Layer6	Layer6
YGL130W:2	YGL120C:2	1	Layer6	Layer6
YGL130W:2	YBR079C:2	1	Layer6	Layer6
YGL130W:2	YGL207W:2	1	Layer6	Layer6
YGL130W:2	YBL075C:2	1	Layer6	Layer6
YGL130W:2	YER103W:2	1	Layer6	Layer6
YGL130W:2	YNL088W:2	1	Layer6	Layer6
YGL130W:2	YKR001C:2	1	Layer6	Layer6
YGL130W:2	YHR121W:2	1	Layer6	Layer6
YGL130W:2	YAL035W:2	1	Layer6	Layer6
YGL130W:2	YOL078W:2	1	Layer6	Layer6
YDR301W:2	YLR115W:2	1	Layer6	Layer6
YDR301W:2	YER133W:2	1	Layer6	Layer6
YDR301W:2	YKR002W:2	1	Layer6	Layer6
YDR301W:2	YGR240C:2	1	Layer6	Layer6
YDR301W:2	YNL317W:2	1	Layer6	Layer6
YDR301W:2	YAL043C:2	1	Layer6	Layer6
YDR301W:2	YDR195W:2	1	Layer6	Layer6
YDR301W:2	YMR061W:2	1	Layer6	Layer6
YDR301W:2	YGR156W:2	1	Layer6	Layer6
YDR301W:2	YKL059C:2	1	Layer6	Layer6
YDR301W:2	YLR277C:2	1	Layer6	Layer6
YLR115W:2	YER133W:2	1	Layer6	Layer6
YLR115W:2	YKR002W:2	1	Layer6	Layer6
YLR115W:2	YNL317W:2	1	Layer6	Layer6
YLR115W:2	YAL043C:2	1	Layer6	Layer6
YLR115W:2	YGR156W:2	1	Layer6	Layer6
YLR115W:2	YHL035C:2	1	Layer6	Layer6
YLR115W:2	YKL059C:2	1	Layer6	Layer6
YLR115W:2	YLR277C:2	1	Layer6	Layer6
YGL206C:2	YGR167W:2	1	Layer6	Layer6
YGL206C:2	YIL094C:2	1	Layer6	Layer6
YER164W:2	YIL035C:2	1	Layer6	Layer6
YER164W:2	YOR061W:2	1	Layer6	Layer6
YER164W:2	YGL019W:2	1	Layer6	Layer6
YER164W:2	YOR039W:2	1	Layer6	Layer6
YER164W:2	YNL030W:2	1	Layer6	Layer6
YER164W:2	YBR245C:2	1	Layer6	Layer6
YER164W:2	YOR304W:2	1	Layer6	Layer6
YER164W:2	YOR207C:2	1	Layer6	Layer6
YER164W:2	YKR001C:2	1	Layer6	Layer6
YOR039W:2	YIL035C:2	1	Layer6	Layer6
YOR039W:2	YOR061W:2	1	Layer6	Layer6
YOR039W:2	YGL019W:2	1	Layer6	Layer6
YOR039W:2	YMR172W:2	1	Layer6	Layer6
YOR039W:2	YMR309C:2	1	Layer6	Layer6
YOR039W:2	YOR361C:2	1	Layer6	Layer6
YOR039W:2	YBR079C:2	1	Layer6	Layer6
YOR039W:2	YPL235W:2	1	Layer6	Layer6
YOR039W:2	YGL207W:2	1	Layer6	Layer6
YOR039W:2	YER103W:2	1	Layer6	Layer6
YOR039W:2	YDR429C:2	1	Layer6	Layer6
YOR039W:2	YGR090W:2	1	Layer6	Layer6
YOR039W:2	YKL088W:2	1	Layer6	Layer6
YOR039W:2	YGR270W:2	1	Layer6	Layer6
YBR135W:2	YDL155W:2	1	Layer6	Layer6
YBR135W:2	YMR199W:2	1	Layer6	Layer6
YBR135W:2	YPL256C:2	1	Layer6	Layer6
YBR135W:2	YBR295W:2	1	Layer6	Layer6
YBR135W:2	YLR079W:2	1	Layer6	Layer6
YBR135W:2	YKR091W:2	1	Layer6	Layer6
YBR135W:2	YPL014W:2	1	Layer6	Layer6
YLR117C:2	YJR050W:2	1	Layer6	Layer6
YLR117C:2	YLL036C:2	1	Layer6	Layer6
YLR117C:2	YAL032C:2	1	Layer6	Layer6
YLR117C:2	YML049C:2	1	Layer6	Layer6
YLR117C:2	YPR101W:2	1	Layer6	Layer6
YLR117C:2	YKL173W:2	1	Layer6	Layer6
YLR117C:2	YDR416W:2	1	Layer6	Layer6
YOR250C:2	YDR228C:2	1	Layer6	Layer6
YOR250C:2	YMR061W:2	1	Layer6	Layer6
YOR250C:2	YGL044C:2	1	Layer6	Layer6
YOR250C:2	YDL195W:2	1	Layer6	Layer6
YOR250C:2	YBL075C:2	1	Layer6	Layer6
YBR155W:2	YGR187C:2	1	Layer6	Layer6
YDL145C:2	YFR051C:2	1	Layer6	Layer6
YDL145C:2	YPL010W:2	1	Layer6	Layer6
YDL145C:2	YNL287W:2	1	Layer6	Layer6
YDL145C:2	YDR238C:2	1	Layer6	Layer6
YDL145C:2	YIL076W:2	1	Layer6	Layer6
YBL045C:2	YPR191W:2	1	Layer6	Layer6
YDL067C:2	YGL187C:2	1	Layer6	Layer6
YDL067C:2	YNL052W:2	1	Layer6	Layer6
YDL067C:2	YHR051W:2	1	Layer6	Layer6
YDR155C:2	YNL030W:2	1	Layer6	Layer6
YDR155C:2	YPL235W:2	1	Layer6	Layer6
YDR155C:2	YBR103W:2	1	Layer6	Layer6
YDR155C:2	YOR290C:2	1	Layer6	Layer6
YDR155C:2	YCR033W:2	1	Layer6	Layer6
YDR155C:2	YIL112W:2	1	Layer6	Layer6
YNL232W:2	YOL021C:2	1	Layer6	Layer6
YNL232W:2	YGR158C:2	1	Layer6	Layer6
YNL232W:2	YHR069C:2	1	Layer6	Layer6
YNL232W:2	YDL111C:2	1	Layer6	Layer6
YNL232W:2	YCR035C:2	1	Layer6	Layer6
YNL232W:2	YOR001W:2	1	Layer6	Layer6
YNL232W:2	YGR195W:2	1	Layer6	Layer6
YNL232W:2	YOR076C:2	1	Layer6	Layer6
YNL232W:2	YNL189W:2	1	Layer6	Layer6
YNL232W:2	YIR035C:2	1	Layer6	Layer6
YBR158W:2	YHR064C:2	1	Layer6	Layer6
YBR158W:2	YGR285C:2	1	Layer6	Layer6
YMR078C:2	YHR191C:2	1	Layer6	Layer6
YMR078C:2	YPR175W:2	1	Layer6	Layer6
YMR078C:2	YNL262W:2	1	Layer6	Layer6
YMR078C:2	YNL290W:2	1	Layer6	Layer6
YMR078C:2	YOL094C:2	1	Layer6	Layer6
YMR078C:2	YBR087W:2	1	Layer6	Layer6
YMR078C:2	YLL040C:2	1	Layer6	Layer6
YKL139W:2	YJL006C:2	1	Layer6	Layer6
YKL139W:2	YML112W:2	1	Layer6	Layer6
YKL139W:2	YBR169C:2	1	Layer6	Layer6
YOL145C:2	YLR418C:2	1	Layer6	Layer6
YOL145C:2	YIL035C:2	1	Layer6	Layer6
YOL145C:2	YOR061W:2	1	Layer6	Layer6
YOL145C:2	YGL019W:2	1	Layer6	Layer6
YOL145C:2	YOR039W:2	1	Layer6	Layer6
YOL145C:2	YJR138W:2	1	Layer6	Layer6
YOL145C:2	YOR123C:2	1	Layer6	Layer6
YOL145C:2	YIL094C:2	1	Layer6	Layer6
YOL145C:2	YBR279W:2	1	Layer6	Layer6
YOL145C:2	YGL244W:2	1	Layer6	Layer6
YMR240C:2	YLR117C:2	1	Layer6	Layer6
YMR240C:2	YMR288W:2	1	Layer6	Layer6
YMR240C:2	YPL213W:2	1	Layer6	Layer6
YMR240C:2	YDL043C:2	1	Layer6	Layer6
YMR240C:2	YJL203W:2	1	Layer6	Layer6
YMR240C:2	YPL151C:2	1	Layer6	Layer6
YMR240C:2	YDL030W:2	1	Layer6	Layer6
YMR240C:2	YML049C:2	1	Layer6	Layer6
YMR240C:2	YER029C:2	1	Layer6	Layer6
YMR240C:2	YLR147C:2	1	Layer6	Layer6
YMR240C:2	YMR125W:2	1	Layer6	Layer6
YJL005W:2	YFL039C:2	1	Layer6	Layer6
YJL005W:2	YGR233C:2	1	Layer6	Layer6
YJL005W:2	YNL138W:2	1	Layer6	Layer6
YGR155W:2	YJR045C:2	1	Layer6	Layer6
YNL118C:2	YOL149W:2	1	Layer6	Layer6
YNL118C:2	YML091C:2	1	Layer6	Layer6
YNL118C:2	YEL015W:2	1	Layer6	Layer6
YOL021C:2	YGR158C:2	1	Layer6	Layer6
YOL021C:2	YHR069C:2	1	Layer6	Layer6
YOL021C:2	YOL142W:2	1	Layer6	Layer6
YOL021C:2	YDL111C:2	1	Layer6	Layer6
YOL021C:2	YCR035C:2	1	Layer6	Layer6
YOL021C:2	YGR095C:2	1	Layer6	Layer6
YOL021C:2	YOR001W:2	1	Layer6	Layer6
YOL021C:2	YGR195W:2	1	Layer6	Layer6
YOL021C:2	YHR081W:2	1	Layer6	Layer6
YHR164C:2	YDR499W:2	1	Layer6	Layer6
YHR164C:2	YAR007C:2	1	Layer6	Layer6
YHR164C:2	YHR122W:2	1	Layer6	Layer6
YKL213C:2	YDL126C:2	1	Layer6	Layer6
YKL213C:2	YPR010C:2	1	Layer6	Layer6
YKL213C:2	YOR341W:2	1	Layer6	Layer6
YKL213C:2	YOR116C:2	1	Layer6	Layer6
YKL213C:2	YBL058W:2	1	Layer6	Layer6
YGL240W:2	YFL039C:2	1	Layer6	Layer6
YGL240W:2	YLR127C:2	1	Layer6	Layer6
YGL240W:2	YKL022C:2	1	Layer6	Layer6
YGL240W:2	YHR166C:2	1	Layer6	Layer6
YPR175W:2	YDR121W:2	1	Layer6	Layer6
YPR175W:2	YNL262W:2	1	Layer6	Layer6
YBR278W:2	YPR175W:2	1	Layer6	Layer6
YBR278W:2	YDR121W:2	1	Layer6	Layer6
YBR278W:2	YNL262W:2	1	Layer6	Layer6
YAL059W:2	YOL086C:2	1	Layer6	Layer6
YAL059W:2	YGL195W:2	1	Layer6	Layer6
YAL059W:2	YMR186W:2	1	Layer6	Layer6
YAL059W:2	YER110C:2	1	Layer6	Layer6
YAL059W:2	YBR115C:2	1	Layer6	Layer6
YAL059W:2	YMR308C:2	1	Layer6	Layer6
YAL059W:2	YDR395W:2	1	Layer6	Layer6
YMR128W:2	YNL097C:2	1	Layer6	Layer6
YMR128W:2	YIL084C:2	1	Layer6	Layer6
YMR128W:2	YPL139C:2	1	Layer6	Layer6
YBR065C:2	YLR117C:2	1	Layer6	Layer6
YBR065C:2	YLL036C:2	1	Layer6	Layer6
YBR065C:2	YPL151C:2	1	Layer6	Layer6
YBL047C:2	YNL243W:2	1	Layer6	Layer6
YBL047C:2	YCR030C:2	1	Layer6	Layer6
YBL047C:2	YDR348C:2	1	Layer6	Layer6
YGR200C:2	YPL086C:2	1	Layer6	Layer6
YGR200C:2	YHR187W:2	1	Layer6	Layer6
YGR200C:2	YLR384C:2	1	Layer6	Layer6
YGR200C:2	YPL101W:2	1	Layer6	Layer6
YGR254W:2	YJR045C:2	1	Layer6	Layer6
YBR247C:2	YLR175W:2	1	Layer6	Layer6
YBR247C:2	YMR128W:2	1	Layer6	Layer6
YBR247C:2	YLR186W:2	1	Layer6	Layer6
YBR247C:2	YHR148W:2	1	Layer6	Layer6
YBR247C:2	YNL075W:2	1	Layer6	Layer6
YBR247C:2	YER082C:2	1	Layer6	Layer6
YBR247C:2	YNL132W:2	1	Layer6	Layer6
YBR247C:2	YCL059C:2	1	Layer6	Layer6
YBR247C:2	YKL143W:2	1	Layer6	Layer6
YBR247C:2	YJR002W:2	1	Layer6	Layer6
YBR247C:2	YDL014W:2	1	Layer6	Layer6
YBR247C:2	YDL148C:2	1	Layer6	Layer6
YBR247C:2	YOL010W:2	1	Layer6	Layer6
YBR247C:2	YLR180W:2	1	Layer6	Layer6
YBR247C:2	YLL011W:2	1	Layer6	Layer6
YBR247C:2	YBL004W:2	1	Layer6	Layer6
YBR247C:2	YDL060W:2	1	Layer6	Layer6
YBR247C:2	YDR449C:2	1	Layer6	Layer6
YBR247C:2	YGR081C:2	1	Layer6	Layer6
YBR247C:2	YGR090W:2	1	Layer6	Layer6
YBR247C:2	YMR093W:2	1	Layer6	Layer6
YBR247C:2	YOR056C:2	1	Layer6	Layer6
YBR247C:2	YPL012W:2	1	Layer6	Layer6
YBR247C:2	YPR144C:2	1	Layer6	Layer6
YFL024C:2	YFL039C:2	1	Layer6	Layer6
YFL024C:2	YPR023C:2	1	Layer6	Layer6
YFL024C:2	YOR244W:2	1	Layer6	Layer6
YFL024C:2	YNL030W:2	1	Layer6	Layer6
YFL024C:2	YHR099W:2	1	Layer6	Layer6
YFL024C:2	YDR359C:2	1	Layer6	Layer6
YFL024C:2	YNL107W:2	1	Layer6	Layer6
YFL024C:2	YEL018W:2	1	Layer6	Layer6
YMR049C:2	YOL077C:2	1	Layer6	Layer6
YMR049C:2	YMR290C:2	1	Layer6	Layer6
YMR049C:2	YNL061W:2	1	Layer6	Layer6
YMR049C:2	YOR361C:2	1	Layer6	Layer6
YMR049C:2	YNL002C:2	1	Layer6	Layer6
YMR049C:2	YGL111W:2	1	Layer6	Layer6
YMR049C:2	YGR103W:2	1	Layer6	Layer6
YMR049C:2	YNL110C:2	1	Layer6	Layer6
YMR049C:2	YOR206W:2	1	Layer6	Layer6
YML126C:2	YFL039C:2	1	Layer6	Layer6
YML126C:2	YIL094C:2	1	Layer6	Layer6
YML126C:2	YKL125W:2	1	Layer6	Layer6
YML126C:2	YLR180W:2	1	Layer6	Layer6
YML126C:2	YNL119W:2	1	Layer6	Layer6
YML130C:2	YML067C:2	1	Layer6	Layer6
YML130C:2	YAL042W:2	1	Layer6	Layer6
YML130C:2	YLR342W:2	1	Layer6	Layer6
YML130C:2	YLR208W:2	1	Layer6	Layer6
YAR002C-A:2	YGL200C:2	1	Layer6	Layer6
YAR002C-A:2	YAL007C:2	1	Layer6	Layer6
YAR002C-A:2	YML012W:2	1	Layer6	Layer6
YAR002C-A:2	YNL030W:2	1	Layer6	Layer6
YAR002C-A:2	YGR132C:2	1	Layer6	Layer6
YAL007C:2	YDR127W:2	1	Layer6	Layer6
YAL007C:2	YGL200C:2	1	Layer6	Layer6
YAL007C:2	YML012W:2	1	Layer6	Layer6
YAL007C:2	YLR342W:2	1	Layer6	Layer6
YAL007C:2	YMR290C:2	1	Layer6	Layer6
YAL007C:2	YER110C:2	1	Layer6	Layer6
YAL007C:2	YPL211W:2	1	Layer6	Layer6
YAL007C:2	YDR087C:2	1	Layer6	Layer6
YAL007C:2	YDR101C:2	1	Layer6	Layer6
YOR244W:2	YFL039C:2	1	Layer6	Layer6
YOR244W:2	YOL086C:2	1	Layer6	Layer6
YOR244W:2	YJL081C:2	1	Layer6	Layer6
YOR244W:2	YPR023C:2	1	Layer6	Layer6
YOR244W:2	YHR099W:2	1	Layer6	Layer6
