SCENE_PAN	 	 	 	 	 	 	 	 
-320	10	0.456302989349695	#000000	 	 	 	 	 
MAPK Kinase Signaling_Process---MARK1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---NDUFB9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---ECSIT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---NDUFAF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---ACAD9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AASS_Proteins---PMPCB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AASS_Proteins---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AASS_Proteins---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AASS_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AATF_Proteins---NGDN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AATF_Proteins---NOL10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ACADM_Proteins---AASS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ACADM_Proteins---PMPCB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ACADM_Proteins---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ACADM_Proteins---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ACADM_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ADAM9_Proteins---LOX_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ADAM9_Proteins---PLOD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ADAM9_Proteins---COL6A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AP2A2_Proteins---AP2M1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP13A3_Proteins---ATP5MG_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP13A3_Proteins---ATP6AP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---ACADM_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---AASS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---PMPCB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP1B1_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ATP5MG_Proteins---ATP6AP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CDK5RAP2_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CDK5RAP2_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CDK5RAP2_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CENPF_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CENPF_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CENPF_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CENPF_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP112_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP112_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP112_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP112_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP112_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP135_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP250_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP350_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CEP350_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP43_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CEP43_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CEP350_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CEP68_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CHPF_Proteins---CHPF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP68_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP43_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP350_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CNTRL_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
COQ8B_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CSNK2A2_Proteins---G3BP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CSNK2A2_Proteins---G3BP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CSNK2B_Proteins---CSNK2A2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CSNK2B_Proteins---G3BP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CSNK2B_Proteins---G3BP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CYB5B_Proteins---CYB5R3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CYB5B_Proteins---NDUFAF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
CYB5R3_Proteins---NDUFAF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DDX21_Proteins---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DDX21_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DDX21_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DDX21_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECSIT_Proteins---ACAD9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---ERLEC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---OS9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---UGGT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---ERO1B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EDEM3_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ELOB_Proteins---RBX1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ELOB_Proteins---CUL2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ELOC_Proteins---ELOB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ELOC_Proteins---RBX1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ELOC_Proteins---CUL2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---OS9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---UGGT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---ERO1B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERLEC1_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ERO1B_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC3_Proteins---EXOSC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC3_Proteins---EXOSC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC5_Proteins---EXOSC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC8_Proteins---EXOSC3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC8_Proteins---EXOSC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
EXOSC8_Proteins---EXOSC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
FBN1_Proteins---FBN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
FBN1_Proteins---FBLN5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
FBN2_Proteins---FBLN5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
FOXRED2_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
G3BP2_Proteins---G3BP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GCC2_Proteins---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GIGYF2_Proteins---EIF4E2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GNB1_Proteins---RHOA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GNG5_Proteins---GNB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GNG5_Proteins---RHOA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA2_Proteins---GOLGA3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA2_Proteins---GOLGB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA2_Proteins---GORASP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA2_Proteins---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA2_Proteins---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA3_Proteins---GOLGB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA3_Proteins---GORASP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA3_Proteins---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA3_Proteins---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGA7_Proteins---ZDHHC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGB1_Proteins---GORASP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGB1_Proteins---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GOLGB1_Proteins---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GORASP1_Proteins---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GORASP1_Proteins---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GPAA1_Proteins---PIGS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HS6ST2_Proteins---CHPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HS6ST2_Proteins---CHPF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HYOU1_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HYOU1_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HYOU1_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HYOU1_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ITGB1_Proteins---ADAM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ITGB1_Proteins---LOX_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ITGB1_Proteins---PLOD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ITGB1_Proteins---COL6A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---PABPC4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---RRP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---RPL36_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP1_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LARP7_Proteins---MEPCE_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LMAN2_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LOX_Proteins---PLOD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
LOX_Proteins---COL6A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MARK1_Proteins---MARK2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MARK1_Proteins---MARK3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MARK2_Proteins---MARK3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MOV10_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS2_Proteins---MRPS27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS25_Proteins---MRPS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS25_Proteins---MRPS27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS5_Proteins---MRPS25_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS5_Proteins---MRPS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MRPS5_Proteins---MRPS27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NDUFAF1_Proteins---NDUFB9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NDUFAF1_Proteins---ECSIT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NDUFAF1_Proteins---ACAD9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NDUFB9_Proteins---ECSIT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NDUFB9_Proteins---ACAD9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NGDN_Proteins---NOL10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NGLY1_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NGLY1_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NGLY1_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NINL_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP214_Proteins---NUP58_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP214_Proteins---NUP88_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP214_Proteins---NUP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP58_Proteins---NUP88_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP58_Proteins---NUP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP62_Proteins---NUP214_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP62_Proteins---NUP58_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP62_Proteins---NUP88_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP62_Proteins---NUP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP88_Proteins---NUP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
NUP98_Proteins---RAE1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---UGGT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---ERO1B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
OS9_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---RRP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---RPL36_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PABPC4_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PCNT_Proteins---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PCNT_Proteins---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PITRM1_Proteins---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PITRM1_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PLEKHA5_Proteins---PDZD11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PLOD2_Proteins---COL6A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PMPCB_Proteins---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PMPCB_Proteins---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PMPCB_Proteins---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POGLUT2_Proteins---POFUT1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POGLUT3_Proteins---POGLUT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POGLUT3_Proteins---POFUT1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POLA1_Proteins---POLA2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POLA1_Proteins---PRIM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POLA1_Proteins---PRIM2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POLA2_Proteins---PRIM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
POLA2_Proteins---PRIM2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PPIL3_Proteins---SLU7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRIM1_Proteins---PRIM2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKACA_Proteins---PRKAR2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKACA_Proteins---PRKAR2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKACA_Proteins---AKAP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKAR2A_Proteins---PRKAR2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKAR2A_Proteins---AKAP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
PRKAR2B_Proteins---AKAP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB10_Proteins---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB10_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB10_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB10_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB10_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB8A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB14_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB14_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB8A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB18_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB1A_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB1A_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB2A_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB2A_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB2A_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB5C_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB5C_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB5C_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB5C_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB7A_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RAB7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RAB8A_Proteins---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RBM28_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
